transaction_id,transaction_amount,hour_of_day,country,merchant_category,days_since_last_txn,txn_velocity_24h,distance_from_home_km,new_merchant,card_present,city,bank,province,is_fraud
TXN007057,131.49,13,Canada,Retail,9,3,25.0,1,1,Calgary,National Bank,NS,0
TXN007058,11.98,12,Canada,Gas Station,9,3,14.9,0,1,Edmonton,CIBC,NB,0
TXN007059,98.37,13,Canada,Retail,8,3,32.5,0,1,Montreal,CIBC,MB,0
TXN007060,72.16,10,Canada,Restaurant,7,1,36.6,0,1,Vancouver,CIBC,ON,0
TXN007061,37.44,18,Canada,Online Shopping,6,1,49.3,0,1,Vancouver,CIBC,MB,0
TXN007062,13.79,13,Canada,Healthcare,4,3,0.5,0,1,Ottawa,CIBC,BC,0
TXN007063,54.32,16,Canada,Healthcare,0,4,46.6,1,0,Brampton,CIBC,NB,0
TXN007064,50.04,14,Canada,Grocery,9,2,12.6,0,1,Ottawa,National Bank,AB,0
TXN007065,43.31,12,Canada,Online Shopping,0,2,18.9,0,1,Calgary,Scotiabank,SK,0
TXN007066,109.94,11,Canada,Gas Station,3,1,5.1,0,1,Ottawa,Desjardins,QC,0
TXN007067,8.5,13,Canada,Retail,2,1,2.7,0,1,Hamilton,TD,NB,0
TXN007068,87.66,9,Canada,Online Shopping,5,1,42.8,0,1,Brampton,BMO,BC,0
TXN007069,14.32,13,Canada,Grocery,7,4,49.2,0,1,Brampton,National Bank,QC,0
TXN007070,19.6,13,Canada,Gas Station,9,4,15.8,0,0,Ottawa,Scotiabank,BC,0
TXN007071,9.06,11,Canada,Grocery,4,2,38.3,1,1,Brampton,CIBC,ON,0
TXN007072,20.6,7,Canada,Retail,3,1,25.0,0,1,Vancouver,Desjardins,SK,0
TXN007073,38.67,7,Canada,Online Shopping,1,2,48.4,0,0,Toronto,National Bank,BC,0
TXN007074,127.34,12,Canada,Restaurant,0,4,32.1,0,1,Mississauga,TD,QC,0
TXN007075,45.33,12,UK,Grocery,0,1,7.7,1,1,Montreal,CIBC,NB,0
TXN007076,24.76,15,Canada,Retail,5,3,21.3,1,0,Ottawa,BMO,NB,0
TXN007077,74.04,10,Canada,Gas Station,9,2,7.9,0,1,Mississauga,TD,BC,0
TXN007078,90.77,14,Canada,Travel,2,3,10.2,0,1,Toronto,BMO,QC,0
TXN007079,17.78,10,Canada,ATM Withdrawal,1,2,2.4,0,1,Calgary,BMO,ON,0
TXN007080,56.41,14,Canada,Healthcare,9,3,33.3,0,1,Montreal,National Bank,BC,0
TXN007081,22.4,15,Canada,Gas Station,9,3,12.1,0,1,Calgary,RBC,QC,0
TXN007082,41.65,21,USA,Entertainment,4,3,0.2,0,1,Hamilton,RBC,QC,0
TXN007083,137.68,10,Canada,Retail,7,4,18.0,1,1,Edmonton,BMO,NS,0
TXN007084,17.51,8,Canada,Gas Station,3,1,31.1,0,1,Montreal,BMO,ON,0
TXN007085,43.69,15,Canada,Gas Station,2,2,9.7,0,1,Hamilton,RBC,ON,0
TXN007086,120.02,9,Canada,Travel,2,1,38.6,0,1,Calgary,TD,QC,0
TXN007087,43.85,14,Canada,ATM Withdrawal,5,2,41.2,0,1,Toronto,TD,NB,0
TXN007088,59.6,16,Canada,Gas Station,8,2,37.4,0,1,Vancouver,Scotiabank,BC,0
TXN007089,604.99,11,Mexico,Grocery,1,1,2.7,0,1,Winnipeg,RBC,BC,0
TXN007090,128.0,10,Canada,Grocery,2,1,24.8,1,1,Calgary,TD,BC,0
TXN007091,52.87,8,Canada,Online Shopping,1,1,24.5,1,1,Ottawa,RBC,ON,0
TXN007092,44.97,15,France,Online Shopping,4,1,34.2,1,1,Edmonton,Scotiabank,AB,0
TXN007093,9.31,20,Canada,Retail,1,4,6.3,0,1,Mississauga,TD,NS,0
TXN007094,45.2,17,Canada,Grocery,9,4,8.6,0,1,Brampton,TD,AB,0
TXN007095,20.55,14,Canada,Restaurant,6,4,35.7,0,1,Toronto,BMO,QC,0
TXN007096,78.68,10,Canada,Healthcare,8,2,14.0,0,0,Brampton,National Bank,MB,0
TXN007097,55.81,13,Canada,Restaurant,5,3,38.5,0,1,Mississauga,BMO,MB,0
TXN007098,206.27,10,Canada,Gas Station,5,1,49.4,1,1,Toronto,Scotiabank,BC,0
TXN007099,19.47,8,Canada,Restaurant,1,4,13.2,0,1,Edmonton,National Bank,BC,0
TXN007100,9.19,13,Canada,Grocery,1,4,43.5,0,1,Winnipeg,RBC,NS,0
TXN007101,124.63,12,France,Travel,6,1,46.5,0,1,Ottawa,Desjardins,ON,0
TXN007102,54.85,9,Canada,Restaurant,9,2,26.3,0,1,Winnipeg,Desjardins,ON,0
TXN007103,11.35,21,Canada,Gas Station,1,4,47.6,0,1,Brampton,TD,AB,0
TXN007104,48.31,17,Canada,Online Shopping,4,1,29.2,1,0,Winnipeg,RBC,MB,0
TXN007105,22.49,2,Canada,ATM Withdrawal,0,14,1052.8,1,1,Toronto,CIBC,ON,1
TXN007106,74.54,13,USA,Grocery,4,3,34.1,0,1,Ottawa,TD,SK,0
TXN007107,44.25,12,Canada,Grocery,8,2,35.4,0,1,Winnipeg,Desjardins,BC,0
TXN007108,13.75,9,Canada,Grocery,4,3,48.0,0,1,Ottawa,RBC,NB,0
TXN007109,35.96,12,Mexico,Grocery,5,2,12.9,0,1,Winnipeg,TD,SK,0
TXN007110,106.37,9,Canada,Online Shopping,9,2,20.4,0,1,Ottawa,Desjardins,MB,0
TXN007111,66.45,14,Canada,Restaurant,5,2,14.7,0,1,Hamilton,CIBC,BC,0
TXN007112,95.7,12,USA,Gas Station,3,3,1.9,0,1,Winnipeg,CIBC,NB,0
TXN007113,12.19,17,Canada,Retail,7,4,21.3,0,0,Montreal,Desjardins,SK,0
TXN007114,30.68,18,Canada,ATM Withdrawal,3,2,37.5,0,0,Toronto,Scotiabank,AB,0
TXN007115,11.37,12,USA,Online Shopping,0,3,0.2,0,1,Mississauga,CIBC,SK,0
TXN007116,76.51,11,Canada,Grocery,4,3,42.9,1,1,Toronto,National Bank,QC,0
TXN007117,13.72,15,Canada,Retail,4,1,26.8,0,1,Calgary,CIBC,NB,0
TXN007118,28.63,11,Canada,Retail,6,2,46.7,0,1,Mississauga,RBC,QC,0
TXN007119,16.22,14,Canada,Entertainment,3,3,23.4,0,1,Mississauga,CIBC,BC,0
TXN007120,82.28,15,Canada,Grocery,3,2,21.2,0,0,Toronto,RBC,BC,0
TXN007121,67.35,13,Canada,Online Shopping,5,3,50.0,1,1,Toronto,Desjardins,ON,0
TXN007122,54.23,13,Canada,Gas Station,9,3,31.0,0,0,Montreal,National Bank,ON,0
TXN007123,194.21,9,Canada,Grocery,8,2,25.4,0,1,Calgary,BMO,ON,0
TXN007124,61.36,12,France,Grocery,9,1,18.5,0,1,Montreal,Desjardins,AB,0
TXN007125,145.91,9,Canada,Travel,5,2,2.5,0,1,Winnipeg,BMO,SK,0
TXN007126,69.14,8,Canada,Restaurant,9,3,43.0,0,1,Montreal,Scotiabank,NS,0
TXN007127,8.87,15,Canada,Grocery,4,3,28.4,0,1,Calgary,TD,SK,0
TXN007128,143.15,14,Canada,Retail,5,2,28.9,0,1,Ottawa,National Bank,BC,0
TXN007129,14.3,10,Canada,Retail,3,1,1.1,0,0,Montreal,RBC,AB,0
TXN007130,6.08,7,Canada,Online Shopping,0,2,35.7,0,1,Vancouver,Desjardins,QC,0
TXN007131,48.41,19,Canada,Grocery,0,2,48.0,0,1,Hamilton,Desjardins,BC,0
TXN007132,23.0,11,Canada,Retail,0,3,25.6,1,1,Ottawa,BMO,ON,0
TXN007133,94.1,17,France,Restaurant,9,4,35.4,0,1,Ottawa,RBC,AB,0
TXN007134,312.24,10,Canada,Gas Station,6,2,25.0,0,1,Montreal,CIBC,SK,0
TXN007135,67.63,9,Mexico,Restaurant,3,4,48.1,1,0,Montreal,Desjardins,NS,0
TXN007136,21.08,15,Canada,Entertainment,8,4,17.2,0,1,Edmonton,Scotiabank,MB,0
TXN007137,60.37,18,Canada,Gas Station,9,2,15.2,0,1,Toronto,RBC,MB,0
TXN007138,25.09,16,Canada,Online Shopping,9,4,39.7,0,1,Hamilton,CIBC,BC,0
TXN007139,30.13,9,Canada,Restaurant,5,4,3.4,1,1,Montreal,Desjardins,NB,0
TXN007140,48.85,14,Canada,Travel,8,4,10.1,0,1,Hamilton,National Bank,NB,0
TXN007141,14.11,11,Canada,Grocery,7,1,45.0,1,1,Winnipeg,CIBC,ON,0
TXN007142,77.92,14,Canada,Gas Station,9,4,41.5,0,1,Montreal,RBC,NB,0
TXN007143,47.51,11,Canada,ATM Withdrawal,0,2,16.4,0,0,Mississauga,National Bank,SK,0
TXN007144,130.82,10,Canada,Online Shopping,4,4,1.6,0,1,Hamilton,Scotiabank,AB,0
TXN007145,48.34,16,USA,Healthcare,8,3,41.2,0,1,Vancouver,National Bank,AB,0
TXN007146,33.9,12,Canada,Healthcare,2,4,3.9,0,1,Ottawa,CIBC,NB,0
TXN007147,44.51,10,Canada,Gas Station,9,3,19.5,0,1,Calgary,Scotiabank,NB,0
TXN007148,13.59,13,Canada,Grocery,0,4,49.7,0,1,Winnipeg,Scotiabank,NB,0
TXN007149,32.24,9,Canada,Gas Station,5,1,44.1,0,1,Hamilton,CIBC,BC,0
TXN007150,104.12,10,Canada,Grocery,4,3,27.1,0,1,Edmonton,CIBC,SK,0
TXN007151,9.87,13,USA,Gas Station,0,2,48.3,0,1,Edmonton,National Bank,NB,0
TXN007152,28.13,11,USA,Grocery,1,1,26.2,0,1,Brampton,Scotiabank,BC,0
TXN007153,161.71,10,Canada,Grocery,4,3,8.8,0,1,Toronto,National Bank,NB,0
TXN007154,33.81,14,Canada,Gas Station,0,4,3.1,0,1,Calgary,Scotiabank,NS,0
TXN007155,6.41,10,Canada,Healthcare,5,4,46.1,0,1,Toronto,RBC,AB,0
TXN007156,212.94,15,Canada,Travel,9,3,6.6,0,1,Edmonton,CIBC,SK,0
TXN007157,54.27,9,Canada,Retail,4,3,12.8,0,1,Edmonton,Desjardins,SK,0
TXN007158,279.08,9,Canada,ATM Withdrawal,6,4,23.5,0,1,Ottawa,BMO,NB,0
TXN007159,45.69,13,Canada,Online Shopping,2,4,25.2,0,1,Montreal,BMO,SK,0
TXN007160,8.05,11,Canada,Retail,6,2,46.0,0,0,Mississauga,BMO,NS,0
TXN007161,43.1,15,Canada,Retail,2,3,40.3,1,0,Edmonton,BMO,QC,0
TXN007162,39.11,11,Canada,Restaurant,8,2,8.0,1,1,Toronto,TD,MB,0
TXN007163,313.97,11,USA,Online Shopping,4,2,38.5,1,1,Edmonton,CIBC,AB,0
TXN007164,31.76,8,Canada,ATM Withdrawal,6,1,5.4,0,0,Mississauga,BMO,SK,0
TXN007165,5.88,11,Canada,Restaurant,8,1,44.6,0,1,Calgary,CIBC,NB,0
TXN007166,33.51,7,Canada,Restaurant,2,2,39.6,0,1,Toronto,CIBC,BC,0
TXN007167,102.97,14,Canada,ATM Withdrawal,1,2,5.1,0,1,Ottawa,Scotiabank,QC,0
TXN007168,64.4,12,USA,Retail,6,1,45.2,0,1,Hamilton,CIBC,SK,0
TXN007169,148.82,9,UK,Grocery,0,4,41.5,1,1,Mississauga,TD,MB,0
TXN007170,22.68,13,Canada,Healthcare,7,1,41.0,0,1,Hamilton,TD,NB,0
TXN007171,144.23,13,Canada,Online Shopping,1,2,40.4,1,1,Brampton,CIBC,AB,0
TXN007172,68.43,9,Canada,Gas Station,0,4,31.2,0,1,Toronto,Desjardins,QC,0
TXN007173,89.11,8,Canada,Retail,0,1,15.2,1,1,Ottawa,CIBC,BC,0
TXN007174,43.14,13,Canada,ATM Withdrawal,8,4,46.1,0,1,Vancouver,National Bank,QC,0
TXN007175,34.06,15,Canada,Travel,7,2,32.2,0,1,Vancouver,Desjardins,NS,0
TXN007176,65.71,14,Canada,Travel,3,4,1.6,0,1,Winnipeg,CIBC,MB,0
TXN007177,21.29,16,Canada,Online Shopping,4,3,24.1,0,1,Toronto,Desjardins,NB,0
TXN007178,47.18,10,Canada,Retail,4,2,9.6,1,1,Brampton,Scotiabank,NS,0
TXN007179,75.01,13,Canada,Restaurant,2,2,22.2,0,1,Ottawa,National Bank,SK,0
TXN007180,43.68,11,USA,Retail,3,3,12.3,1,0,Brampton,TD,BC,0
TXN007181,7.58,16,Canada,ATM Withdrawal,0,2,27.8,1,1,Edmonton,TD,QC,0
TXN007182,149.92,2,Nigeria,Online Shopping,0,13,4647.7,1,1,Vancouver,TD,QC,1
TXN007183,32.79,10,Canada,Restaurant,0,3,19.3,0,1,Montreal,National Bank,SK,0
TXN007184,14.74,12,Canada,Gas Station,2,3,3.5,0,1,Winnipeg,RBC,AB,0
TXN007185,21.62,15,Canada,Online Shopping,3,3,7.8,0,1,Hamilton,BMO,BC,0
TXN007186,68.37,15,Canada,Grocery,3,3,12.3,0,1,Winnipeg,National Bank,BC,0
TXN007187,124.69,11,Canada,Gas Station,5,1,25.9,0,1,Hamilton,CIBC,NS,0
TXN007188,31.33,9,Canada,Online Shopping,6,2,44.7,0,1,Hamilton,CIBC,NB,0
TXN007189,64.91,15,Canada,Restaurant,6,3,39.1,0,1,Mississauga,National Bank,NB,0
TXN007190,22.62,12,Canada,Online Shopping,1,1,35.8,0,1,Edmonton,BMO,MB,0
TXN007191,70.26,16,Canada,Retail,5,3,34.6,0,0,Brampton,Desjardins,NS,0
TXN007192,52.22,9,Canada,Gas Station,4,4,49.2,0,0,Vancouver,Scotiabank,ON,0
TXN007193,8.64,13,UK,Grocery,6,2,14.2,0,1,Mississauga,Desjardins,SK,0
TXN007194,12.18,15,Canada,Grocery,6,2,37.1,0,0,Mississauga,National Bank,NB,0
TXN007195,48.6,17,USA,Utilities,5,4,32.8,0,0,Winnipeg,National Bank,SK,0
TXN007196,28.76,16,Canada,Restaurant,6,2,26.6,0,1,Toronto,TD,AB,0
TXN007197,160.68,17,Canada,Retail,7,4,43.7,0,1,Winnipeg,CIBC,MB,0
TXN007198,1032.11,2,Romania,Online Shopping,1,13,2800.1,1,0,Calgary,National Bank,SK,1
TXN007199,122.92,10,Canada,ATM Withdrawal,7,1,38.4,0,1,Brampton,National Bank,SK,0
TXN007200,13.27,18,Canada,Retail,7,1,45.5,1,0,Edmonton,Desjardins,BC,0
TXN007201,41.91,14,USA,Restaurant,4,3,8.9,0,1,Edmonton,BMO,QC,0
TXN007202,106.46,11,Canada,Grocery,8,3,47.7,0,1,Vancouver,National Bank,NB,0
TXN007203,24.02,13,Canada,Grocery,8,3,21.9,0,1,Calgary,TD,ON,0
TXN007204,158.18,10,Canada,Restaurant,1,1,22.5,0,1,Toronto,Desjardins,NB,0
TXN007205,41.73,13,Canada,Online Shopping,4,4,44.8,0,1,Edmonton,CIBC,BC,0
TXN007206,86.29,8,Canada,Entertainment,9,1,16.8,0,1,Edmonton,BMO,BC,0
TXN007207,22.87,13,Canada,Restaurant,2,1,44.6,0,1,Brampton,RBC,AB,0
TXN007208,34.87,13,Canada,Gas Station,6,4,28.9,0,1,Mississauga,Desjardins,MB,0
TXN007209,40.19,16,Canada,Online Shopping,7,1,25.2,1,1,Vancouver,Desjardins,SK,0
TXN007210,15.94,15,Canada,Healthcare,8,2,26.7,1,1,Brampton,Desjardins,MB,0
TXN007211,55.72,8,USA,Gas Station,9,4,48.9,1,1,Toronto,Scotiabank,AB,0
TXN007212,15.67,13,Canada,Restaurant,5,3,5.9,0,1,Edmonton,Desjardins,MB,0
TXN007213,26.36,14,Canada,Gas Station,4,3,34.2,0,1,Ottawa,TD,MB,0
TXN007214,53.59,14,USA,Gas Station,6,2,18.7,0,1,Ottawa,RBC,AB,0
TXN007215,29.47,21,Canada,Online Shopping,4,3,39.9,0,1,Calgary,CIBC,ON,0
TXN007216,13.29,10,Canada,Grocery,3,4,39.4,0,1,Calgary,CIBC,QC,0
TXN007217,17.51,22,USA,Restaurant,0,4,644.6,1,0,Calgary,National Bank,AB,1
TXN007218,16.65,9,Canada,Restaurant,7,1,43.4,1,1,Winnipeg,Desjardins,BC,0
TXN007219,40.48,1,USA,Online Shopping,0,3,247.1,1,0,Vancouver,Desjardins,AB,1
TXN007220,36.5,9,Canada,Utilities,3,4,4.6,0,1,Montreal,National Bank,MB,0
TXN007221,107.0,14,Canada,Grocery,6,2,49.5,1,1,Montreal,Scotiabank,AB,0
TXN007222,87.05,10,Canada,Retail,3,1,39.2,0,1,Vancouver,TD,SK,0
TXN007223,74.54,14,Canada,Restaurant,5,1,35.8,0,1,Brampton,Desjardins,BC,0
TXN007224,7.0,13,USA,Retail,7,3,8.1,1,1,Toronto,BMO,SK,0
TXN007225,26.3,11,Canada,Grocery,9,2,26.6,0,1,Montreal,CIBC,SK,0
TXN007226,174.39,19,Canada,Gas Station,0,4,23.5,0,1,Calgary,CIBC,AB,0
TXN007227,41.4,12,Canada,Retail,2,1,37.7,0,1,Mississauga,Scotiabank,NB,0
TXN007228,30.25,11,Canada,Gas Station,6,3,33.2,0,1,Ottawa,CIBC,QC,0
TXN007229,87.06,16,Canada,Restaurant,5,3,13.2,0,1,Winnipeg,CIBC,SK,0
TXN007230,18.04,16,Canada,Grocery,0,3,36.2,0,0,Hamilton,Desjardins,NB,0
TXN007231,28.51,14,Canada,Grocery,9,1,5.2,0,1,Edmonton,RBC,SK,0
TXN007232,2.93,23,Romania,Restaurant,0,4,4927.4,1,0,Calgary,BMO,NS,1
TXN007233,98.4,8,Canada,ATM Withdrawal,2,1,24.9,1,1,Winnipeg,RBC,MB,0
TXN007234,21.23,17,USA,Healthcare,8,1,27.1,1,1,Mississauga,National Bank,AB,0
TXN007235,585.24,22,Nigeria,Online Shopping,0,13,900.3,1,1,Montreal,Desjardins,SK,1
TXN007236,51.74,15,Canada,Retail,1,1,23.1,1,1,Edmonton,Desjardins,SK,0
TXN007237,40.03,16,Canada,Online Shopping,5,3,9.5,1,1,Ottawa,TD,NS,0
TXN007238,66.03,15,Canada,Retail,6,4,38.7,0,1,Toronto,National Bank,BC,0
TXN007239,32.3,11,Canada,Entertainment,0,4,7.1,0,0,Brampton,BMO,BC,0
TXN007240,20.73,15,Canada,Gas Station,3,1,46.6,0,1,Winnipeg,RBC,NS,0
TXN007241,30.74,12,Canada,Restaurant,7,1,16.7,1,1,Brampton,National Bank,NS,0
TXN007242,53.42,11,Canada,Restaurant,7,4,39.4,0,1,Winnipeg,RBC,AB,0
TXN007243,10.49,8,Canada,ATM Withdrawal,7,2,46.1,0,0,Toronto,RBC,QC,0
TXN007244,113.72,13,Canada,Online Shopping,4,3,3.6,1,1,Toronto,BMO,ON,0
TXN007245,81.73,14,Canada,Entertainment,3,2,22.7,0,1,Toronto,BMO,NS,0
TXN007246,26.68,13,Canada,Restaurant,5,3,7.5,1,1,Edmonton,CIBC,SK,0
TXN007247,36.83,7,Canada,Healthcare,9,2,17.2,1,1,Montreal,CIBC,ON,0
TXN007248,57.54,13,Canada,Restaurant,2,2,21.1,0,1,Brampton,National Bank,BC,0
TXN007249,15.81,11,Canada,Restaurant,5,1,50.0,1,1,Brampton,TD,QC,0
TXN007250,58.41,13,Canada,ATM Withdrawal,5,2,14.3,1,1,Brampton,Desjardins,SK,0
TXN007251,4614.47,0,USA,Travel,0,6,4034.0,1,0,Edmonton,Scotiabank,QC,1
TXN007252,37.77,11,Canada,Entertainment,1,2,38.7,0,1,Toronto,BMO,BC,0
TXN007253,44.26,10,Canada,Retail,3,1,45.5,0,1,Winnipeg,BMO,AB,0
TXN007254,83.79,23,Nigeria,Online Shopping,0,3,587.8,1,1,Edmonton,Desjardins,SK,1
TXN007255,617.28,15,Mexico,Online Shopping,0,3,25.7,1,1,Hamilton,National Bank,MB,0
TXN007256,71.04,10,Canada,Entertainment,8,1,50.0,0,1,Brampton,BMO,MB,0
TXN007257,50.02,9,Canada,Grocery,0,2,12.6,1,1,Winnipeg,CIBC,NB,0
TXN007258,706.8,9,Canada,Gas Station,9,2,2.2,0,1,Calgary,National Bank,NB,0
TXN007259,60.17,8,Canada,Grocery,8,4,33.3,1,1,Edmonton,TD,NS,0
TXN007260,12.69,9,Canada,Healthcare,3,3,47.4,1,1,Montreal,RBC,NS,0
TXN007261,143.17,18,USA,Travel,0,2,45.2,0,0,Toronto,BMO,NS,0
TXN007262,34.24,7,Canada,Online Shopping,2,4,49.4,1,1,Hamilton,Scotiabank,SK,0
TXN007263,54.98,11,Canada,Restaurant,8,1,28.7,0,1,Calgary,TD,MB,0
TXN007264,285.75,21,Canada,Restaurant,4,3,47.7,0,1,Montreal,CIBC,MB,0
TXN007265,38.58,15,Canada,Gas Station,1,3,14.1,1,1,Mississauga,BMO,MB,0
TXN007266,12.53,11,Canada,Grocery,6,4,2.6,0,1,Mississauga,RBC,NS,0
TXN007267,28.43,16,Canada,Grocery,7,2,12.6,0,1,Montreal,TD,NS,0
TXN007268,47.6,11,Mexico,Grocery,1,2,18.7,0,1,Edmonton,Desjardins,ON,0
TXN007269,1285.2,3,Canada,ATM Withdrawal,0,7,4377.8,1,0,Edmonton,TD,SK,1
TXN007270,34.61,11,Canada,Gas Station,3,3,6.5,0,0,Edmonton,TD,AB,0
TXN007271,15.87,10,Canada,Travel,6,3,27.7,1,1,Ottawa,National Bank,BC,0
TXN007272,79.93,9,Canada,ATM Withdrawal,0,4,30.4,0,1,Winnipeg,National Bank,NS,0
TXN007273,52.43,11,Canada,ATM Withdrawal,8,4,44.9,0,1,Brampton,CIBC,SK,0
TXN007274,75.42,9,Canada,Grocery,5,2,43.6,0,0,Vancouver,RBC,MB,0
TXN007275,374.54,18,Canada,Restaurant,0,3,13.1,1,1,Toronto,TD,ON,0
TXN007276,39.2,9,Canada,Gas Station,1,2,42.9,0,1,Vancouver,CIBC,AB,0
TXN007277,19.34,9,Canada,Online Shopping,9,2,8.3,0,1,Winnipeg,TD,SK,0
TXN007278,44.41,10,Canada,Travel,2,3,12.7,0,1,Vancouver,TD,QC,0
TXN007279,31.18,12,Canada,Online Shopping,3,3,19.6,0,1,Mississauga,RBC,NB,0
TXN007280,67.76,11,Canada,Utilities,7,2,31.4,1,1,Mississauga,Desjardins,AB,0
TXN007281,32.76,8,Canada,Restaurant,6,3,13.0,0,1,Calgary,Scotiabank,NB,0
TXN007282,124.96,12,USA,ATM Withdrawal,1,3,32.3,1,1,Ottawa,CIBC,BC,0
TXN007283,4.97,0,Canada,Online Shopping,0,5,3058.6,1,0,Brampton,National Bank,NB,1
TXN007284,32.13,9,Canada,Retail,2,3,28.5,0,0,Calgary,Scotiabank,NS,0
TXN007285,78.92,12,Canada,Online Shopping,7,2,3.5,0,1,Toronto,RBC,NS,0
TXN007286,24.35,11,Canada,Travel,5,4,13.8,0,1,Calgary,Scotiabank,MB,0
TXN007287,44.07,11,Canada,Retail,3,3,15.9,0,1,Brampton,National Bank,BC,0
TXN007288,401.47,8,Canada,Gas Station,5,2,7.0,0,1,Mississauga,CIBC,ON,0
TXN007289,197.89,18,USA,Gas Station,2,4,41.8,0,1,Calgary,BMO,SK,0
TXN007290,25.68,12,Canada,Restaurant,1,1,13.8,0,1,Montreal,RBC,MB,0
TXN007291,48.37,16,Canada,Restaurant,9,3,20.1,0,1,Vancouver,BMO,ON,0
TXN007292,167.21,8,Canada,Gas Station,8,3,16.3,0,0,Brampton,RBC,NB,0
TXN007293,23.3,9,Canada,Gas Station,8,2,15.0,0,1,Winnipeg,TD,BC,0
TXN007294,194.64,8,Canada,Retail,3,2,35.9,0,1,Brampton,RBC,ON,0
TXN007295,49.25,12,Canada,Healthcare,6,1,31.9,0,0,Vancouver,Scotiabank,AB,0
TXN007296,48.38,10,Canada,Gas Station,7,2,13.8,0,1,Montreal,National Bank,MB,0
TXN007297,13.91,10,Canada,Grocery,3,4,45.9,0,0,Montreal,National Bank,AB,0
TXN007298,12.89,12,Canada,Restaurant,4,4,11.3,1,1,Hamilton,BMO,QC,0
TXN007299,227.43,10,Canada,Travel,5,2,49.8,1,1,Mississauga,Scotiabank,NB,0
TXN007300,46.16,8,Canada,Online Shopping,8,4,9.9,0,1,Winnipeg,RBC,MB,0
TXN007301,90.83,8,Canada,Entertainment,5,2,28.4,1,0,Edmonton,BMO,MB,0
TXN007302,165.55,9,Canada,ATM Withdrawal,8,2,33.0,1,1,Calgary,BMO,SK,0
TXN007303,18.87,13,Canada,Healthcare,7,1,26.7,0,0,Hamilton,TD,BC,0
TXN007304,30.99,10,Canada,Online Shopping,9,4,15.6,0,0,Vancouver,RBC,SK,0
TXN007305,36.75,15,Canada,Online Shopping,5,3,47.2,0,1,Mississauga,CIBC,NB,0
TXN007306,247.01,9,USA,Retail,8,2,20.7,0,1,Hamilton,National Bank,QC,0
TXN007307,88.95,16,Canada,Grocery,0,4,31.7,1,1,Winnipeg,BMO,ON,0
TXN007308,57.02,20,Canada,Retail,6,1,44.2,0,0,Ottawa,Scotiabank,ON,0
TXN007309,314.39,14,Canada,Restaurant,3,2,40.2,0,1,Vancouver,CIBC,NB,0
TXN007310,45.49,16,Canada,Restaurant,1,3,10.7,0,0,Toronto,Scotiabank,ON,0
TXN007311,41.09,8,Canada,Retail,9,4,36.9,1,1,Calgary,Scotiabank,AB,0
TXN007312,13.63,16,Canada,Gas Station,3,1,27.3,0,1,Montreal,RBC,BC,0
TXN007313,39.57,11,Canada,Gas Station,7,3,24.9,1,1,Vancouver,CIBC,BC,0
TXN007314,20.23,22,USA,ATM Withdrawal,0,11,311.0,1,1,Toronto,Scotiabank,QC,1
TXN007315,46.84,11,Canada,Gas Station,9,1,28.0,0,1,Hamilton,BMO,NB,0
TXN007316,161.96,9,France,Retail,1,2,46.0,0,0,Vancouver,TD,SK,0
TXN007317,153.07,11,Canada,Gas Station,4,1,3.1,0,1,Brampton,Scotiabank,MB,0
TXN007318,76.38,11,Canada,Restaurant,5,3,47.2,0,1,Toronto,Desjardins,AB,0
TXN007319,12.72,12,Canada,Retail,5,2,0.8,0,0,Montreal,TD,QC,0
TXN007320,37.47,16,Canada,Retail,2,1,0.8,0,1,Hamilton,National Bank,ON,0
TXN007321,46.38,16,Canada,Travel,0,4,15.2,1,1,Brampton,CIBC,ON,0
TXN007322,28.11,17,Canada,Restaurant,0,2,40.6,0,1,Mississauga,Desjardins,SK,0
TXN007323,215.32,10,Canada,Entertainment,1,3,4.5,1,0,Hamilton,National Bank,NS,0
TXN007324,12.18,13,Canada,Gas Station,8,3,47.5,0,1,Edmonton,Desjardins,NB,0
TXN007325,9.54,16,Canada,Gas Station,8,1,9.1,1,1,Ottawa,CIBC,SK,0
TXN007326,87.03,14,Canada,Grocery,7,4,47.4,1,1,Calgary,BMO,MB,0
TXN007327,119.15,7,Canada,Grocery,2,4,29.0,1,1,Ottawa,RBC,AB,0
TXN007328,14.96,23,USA,Travel,0,14,166.8,1,0,Toronto,National Bank,BC,1
TXN007329,59.08,13,France,Online Shopping,8,1,17.5,0,1,Hamilton,CIBC,AB,0
TXN007330,87.05,7,Canada,Retail,4,2,2.2,0,1,Calgary,CIBC,SK,0
TXN007331,31.61,9,USA,Healthcare,3,3,28.2,0,0,Ottawa,RBC,AB,0
TXN007332,24.72,19,Canada,Restaurant,6,2,9.0,0,1,Montreal,TD,QC,0
TXN007333,13.96,13,Canada,Gas Station,7,1,41.8,1,1,Brampton,RBC,BC,0
TXN007334,53.48,12,UK,Grocery,3,3,30.5,0,1,Toronto,CIBC,NB,0
TXN007335,48.0,13,Canada,Online Shopping,2,2,46.6,0,0,Mississauga,RBC,AB,0
TXN007336,90.08,13,Canada,Gas Station,5,4,17.1,0,1,Calgary,CIBC,QC,0
TXN007337,6.18,18,Canada,Grocery,5,3,33.1,0,1,Ottawa,BMO,SK,0
TXN007338,59.03,18,Canada,Grocery,9,4,5.9,0,1,Winnipeg,Scotiabank,NS,0
